"","state_abbreviation","county","income","hispanic","white","college","density","female"
"2387","SD","Grant ",48896,2.8,94.1,15.9,10.8,48.8
"2388","SD","Gregory ",36719,1.4,88,17,4.2,49.4
"2389","SD","Haakon ",47198,1.5,91.9,20.2,1.1,49.9
"2390","SD","Hamlin ",55563,3.3,94.9,18.2,11.6,49.8
"2391","SD","Hand ",47679,1.2,97.1,18.3,2.4,49.5
"2392","SD","Hanson ",55815,0.8,97.8,22.6,7.7,48.6
"2393","SD","Harding ",44353,2.1,93.7,35.1,0.5,48.2
"2394","SD","Hughes ",59338,2.8,83.3,32,23,51
"2395","SD","Hutchinson ",42451,2,95.1,25.2,9,50.9
"2396","SD","Hyde ",47813,1.6,87.2,20.4,1.7,49.5
"2397","SD","Jackson ",46224,3.3,41.6,17.4,1.6,49.8
"2398","SD","Jerauld ",46591,4.9,93.3,15.4,3.9,49.7
"2399","SD","Jones ",44808,2.3,90.3,15.8,1,53.9
"2400","SD","Kingsbury ",51373,2.3,95,21.3,6.2,49.4
"2401","SD","Lake ",48936,2.4,93.9,27.7,19.9,48.3
"2402","SD","Lawrence ",43273,3.2,91.3,29.1,30.1,50
"2403","SD","Lincoln ",74751,1.8,93.7,39.4,77.7,50.4
"2404","SD","Lyman ",47596,2.3,57.5,19.4,2.3,47.4
"2405","SD","McCook ",52703,3,95.2,22.1,9.8,49.7
"2406","SD","McPherson ",37240,1.6,96.9,18.4,2.2,51.4
"2407","SD","Marshall ",46597,7.3,83.3,19.6,5.6,45.4
"2408","SD","Meade ",49324,4.1,88,19.6,7.3,47.7
"2409","SD","Mellette ",35109,3,40.3,16.8,1.6,47.2
"2410","SD","Miner ",48477,2.1,95.6,21.7,4.2,49.7
"2411","SD","Minnehaha ",52345,4.9,84.2,29.2,210,49.8
"2412","SD","Moody ",51791,3.7,78.8,24.1,12.5,49.7
"2413","SD","Pennington ",50833,4.9,80.4,27.8,36.4,49.8
"2414","SD","Perkins ",38362,1.5,95.5,17.9,1,49
"2415","SD","Potter ",44556,1.9,94.8,18.5,2.7,51.6
"2416","SD","Roberts ",47191,2.4,58.3,16.5,9.2,50
"2417","SD","Sanborn ",48384,2.4,95.4,16.4,4.1,48.1
"2418","SD","Shannon ",25648,3.7,5.2,11.8,6.5,51.6
"2419","SD","Spink ",48911,2.2,94.5,19.7,4.3,49.5
"2420","SD","Stanley ",54620,1.4,87.3,27.4,2.1,48.2
"2421","SD","Sully ",54524,2.4,93,30.9,1.4,46
"2422","SD","Todd ",31934,3.7,10.4,12.4,6.9,51.4
"2423","SD","Tripp ",39324,1.7,81.8,21.2,3.5,50.5
"2424","SD","Turner ",51925,2.2,95.5,19.4,13.5,49.6
"2425","SD","Union ",63468,3.2,92.7,32.2,31.3,49.4
"2426","SD","Walworth ",41826,1.8,81.1,21.8,7.7,51.1
"2427","SD","Yankton ",52578,3.3,90.1,26.4,43.1,48.1
"2428","SD","Ziebach ",32708,3.7,24,14.7,1.4,49
"2429","TN","Anderson ",43620,2.5,89.9,23.5,222.8,51.5
"2430","TN","Bedford ",40759,11.7,77.6,12.3,95.1,50.9
"2431","TN","Benton ",33033,2.2,93,10.3,41.8,50.5
"2432","TN","Bledsoe ",33443,2.2,90.1,9.3,31.7,42.7
"2433","TN","Blount ",45991,3,91.5,20.8,220.2,51.5
"2434","TN","Bradley ",41083,5.5,87.1,18.5,301,51.3
"2435","TN","Campbell ",31943,1.2,96.6,9.5,84.8,51.3
"2436","TN","Cannon ",40689,1.8,94.5,13,52,50.2
"2437","TN","Carroll ",35049,2.4,85,15.4,47.6,51.4
"2438","TN","Carter ",31842,1.7,95.1,15.8,168.3,51
"2439","TN","Cheatham ",52446,2.7,93.3,18.9,129.3,50.2
"2440","TN","Chester ",41875,2.5,85.6,15.5,60,52.1
"2441","TN","Claiborne ",33229,1.1,95.7,13.3,74.1,51.1
"2442","TN","Clay ",29727,1.9,94.9,12.9,33.2,51.1
"2443","TN","Cocke ",30573,2.2,93.6,9.5,82.1,51.6
"2444","TN","Coffee ",37618,4,89.2,18,123.1,51.2
"2445","TN","Crockett ",36066,9.7,75.2,11.9,54.9,52.1
"2446","TN","Cumberland ",37188,2.7,94.9,17.4,82.3,51.3
"2447","TN","Davidson ",47335,9.9,56.9,35.9,1243.3,51.8
"2448","TN","Decatur ",36258,2.9,92.1,14.2,35.2,50.9
"2449","TN","DeKalb ",37482,7.5,89.4,13.3,61.5,50.4
"2450","TN","Dickson ",44318,3.1,90.1,14.2,101.4,50.8
"2451","TN","Dyer ",38953,3.1,80.3,18.1,74.8,51.7
"2452","TN","Fayette ",56618,2.5,68.4,21.5,54.5,50.5
"2453","TN","Fentress ",29192,1.3,96.9,11.1,36,51
"2454","TN","Franklin ",42904,2.8,89.2,18.4,74,51.2
"2455","TN","Gibson ",38343,2.5,77.3,16.5,82.4,52.3
"2456","TN","Giles ",38495,2.1,85,14.6,48.3,51.4
"2457","TN","Grainger ",32364,2.7,95.3,10.5,80.7,49.8
"2458","TN","Greene ",35545,2.8,93.2,15.5,110.6,50.9
"2459","TN","Grundy ",26814,1.1,96.4,10,38,50.5
"2460","TN","Hamblen ",39596,10.9,82.4,16,388,51.3
"2461","TN","Hamilton ",46702,5.1,71.5,27.2,620.3,51.8
"2462","TN","Hancock ",23892,0.4,97.3,9,30.7,50.5
"2463","TN","Hardeman ",30973,1.6,55.1,9.8,40.8,45.6
"2464","TN","Hardin ",33622,2,92.1,11.2,45.1,51.6
"2465","TN","Hawkins ",37357,1.4,95.3,12.7,116.7,50.9
"2466","TN","Haywood ",34542,4.2,45.2,11.4,35.2,53.5
"2467","TN","Henderson ",38280,2.3,87.4,13.1,53.4,51.5
"2468","TN","Henry ",36950,2.3,87.4,16,57.5,51.5
"2469","TN","Hickman ",39581,2.1,90.8,12,40.3,47.5
"2470","TN","Houston ",35271,2.3,91.9,9.7,42.1,51.2
"2471","TN","Humphreys ",42846,2,93.2,12.4,34.9,50.4
"2472","TN","Jackson ",33386,1.9,95.8,9.9,37.7,49.9
"2473","TN","Jefferson ",39745,3.5,92.2,13.6,187.6,50.9
"2474","TN","Johnson ",29609,1.8,94.4,9,61.1,46.5
"2475","TN","Knox ",47694,3.9,83,34.3,850.5,51.4
"2476","TN","Lake ",27115,2,67.8,7,47.2,36.1
"2477","TN","Lauderdale ",32326,2.3,60.7,10.4,58.9,47.7
"2478","TN","Lawrence ",37368,1.9,94.1,12,67.8,51
"2479","TN","Lewis ",34397,2.2,93.3,11.7,43.1,51.1
"2480","TN","Lincoln ",41571,3.1,87.2,15.5,58.5,51.1
"2481","TN","Loudon ",51074,7.9,88.6,25.2,211.8,51.1
"2482","TN","McMinn ",39410,3.3,89.9,14.3,121.5,51.3
"2483","TN","McNairy ",33452,2,90.1,11.6,46.3,50.9
"2484","TN","Macon ",35306,5,92.6,8.4,72.4,51.3
"2485","TN","Madison ",41617,3.6,56.8,24.6,176.4,52.8
"2486","TN","Marion ",41268,1.7,92,15.4,56.7,50.9
"2487","TN","Marshall ",42291,5,86,13.1,81.5,50.9
"2488","TN","Maury ",45336,5.3,80,17.4,132,51.6
"2489","TN","Meigs ",35150,1.7,94.6,8.2,60.2,49.9
"2490","TN","Monroe ",37595,3.9,91.4,10.5,70,50.5
"2491","TN","Montgomery ",49617,9.6,64.9,23.5,319.6,50.1
"2492","TN","Moore ",46170,1.9,93.7,14.6,49.2,50.8
"2493","TN","Morgan ",37631,1.2,93.2,7.4,42.1,45.2
"2494","TN","Obion ",39467,3.8,83.7,14.2,58.4,51.6
"2495","TN","Overton ",34604,1.3,96.2,12.6,50.9,50.7
"2496","TN","Perry ",32845,2.2,92.8,13.7,19.1,49.5
"2497","TN","Pickett ",35184,1.5,97.3,13,31.2,49.8
"2498","TN","Polk ",39074,1.7,95.7,11.1,38.7,50.2
"2499","TN","Putnam ",33709,5.8,89.1,22.9,180.3,50.6
"2500","TN","Rhea ",36741,4.5,91,12.6,100.9,50.8
"2501","TN","Roane ",42223,1.7,93.1,17.3,150.2,50.9
"2502","TN","Robertson ",52792,6.2,84.1,17.1,139.2,50.9
"2503","TN","Rutherford ",55401,7.2,73.6,28.3,424,50.7
"2504","TN","Scott ",28401,0.7,97.5,10.3,41.8,50.8
"2505","TN","Sequatchie ",36434,3.4,94.3,13.5,53.1,50.8
"2506","TN","Sevier ",43649,5.6,90.8,15,151.7,50.9
"2507","TN","Shelby ",46250,6,37.2,29,1215.5,52.4
"2508","TN","Smith ",42383,2.6,93.4,11.1,61,50.5
"2509","TN","Stewart ",39781,2.5,92.2,11.7,29,49.7
"2510","TN","Sullivan ",39479,1.7,93.7,20.5,379.4,51.6
"2511","TN","Sumner ",55509,4.4,85.7,23.7,303.4,51.2
"2512","TN","Tipton ",52423,2.5,76.1,15.1,133.3,50.7
"2513","TN","Trousdale ",43034,3,85.3,12.9,68.9,50.4
"2514","TN","Unicoi ",32292,4.4,93.8,12.9,98.4,50.8
"2515","TN","Union ",34399,1.5,96.5,8.2,85.5,50.4
"2516","TN","Van Buren ",33547,1.3,96.5,10.4,20.3,50.1
"2517","TN","Warren ",34641,8.3,86.4,12.1,92.1,50.6
"2518","TN","Washington ",42075,3.3,89.4,29.3,376.7,51.1
"2519","TN","Wayne ",33198,1.8,90.5,7.9,23.2,44.9
"2520","TN","Weakley ",35273,2.3,86.9,20.1,60.3,51.1
"2521","TN","White ",34474,2.1,93.8,11,68.6,51.2
"2522","TN","Williamson ",89779,4.7,85.6,52.8,314.4,51.2
"2523","TN","Wilson ",60390,3.7,86.2,26,199.7,50.9
"2524","TX","Anderson ",40653,17,59.9,10.9,55,39
"2525","TX","Andrews ",57825,54.6,41.6,14.2,9.9,48.9
"2526","TX","Angelina ",41354,21.2,61.5,15,108.8,51.1
"2527","TX","Aransas ",42476,26.7,67.9,21.7,91.9,50.5
"2528","TX","Archer ",56452,8.2,88.5,20,10,49.9
"2529","TX","Armstrong ",61635,8.4,87.8,24.7,2.1,50.7
"2530","TX","Atascosa ",47543,62.6,35.1,14.1,36.8,50.3
"2531","TX","Austin ",53265,25.9,63.3,18.6,44,50.4
"2532","TX","Bailey ",46139,61.1,36.5,11.1,8.7,49.3
"2533","TX","Bandera ",49215,17.9,79.1,21.9,25.9,50.5
"2534","TX","Bastrop ",51750,35,55,16.3,83.5,49.1
"2535","TX","Baylor ",33445,12.4,82.9,24.1,4.3,51.9
"2536","TX","Bee ",43690,57.8,32.7,8.2,36.2,40
"2537","TX","Bell ",50060,23.5,48.2,21.7,295.2,50
"2538","TX","Bexar ",50112,59.3,29.2,26.3,1383.1,50.8
"2539","TX","Blanco ",49487,18.8,78.2,26.8,14.8,49.6
"2540","TX","Borden ",71607,16.9,80.8,32.1,0.7,46.5
"2541","TX","Bosque ",44742,17.1,79,15.4,18.5,50.5
"2542","TX","Bowie ",42346,7.3,64.8,19,104.6,49.5
"2543","TX","Brazoria ",67603,29.2,49.9,27.5,230.7,49.3
"2544","TX","Brazos ",38310,24.8,57.2,38.8,332.8,49.3
"2545","TX","Brewster ",40477,43.1,53,36.1,1.5,50.1
"2546","TX","Briscoe ",36250,27.7,67.8,17.8,1.8,50.5
"2547","TX","Brooks ",21865,89.6,8.3,10.8,7.7,50.4
"2548","TX","Brown ",39776,20.9,73.2,16,40.3,50.4
"2549","TX","Burleson ",45651,20.1,65.4,11.6,26.1,50.3
"2550","TX","Burnet ",48115,21.9,73.8,21.9,43,51.1
"2551","TX","Caldwell ",44152,49.8,42,15.7,69.8,49.6
"2552","TX","Calhoun ",47027,47.9,43.8,15.7,42.2,49
"2553","TX","Callahan ",44902,9.4,86.7,14.7,15.1,50.7
"2554","TX","Cameron ",33179,88.7,9.9,15.4,456,51.7
"2555","TX","Camp ",37079,23.4,57.3,15.2,63.3,51.6
"2556","TX","Carson ",65026,10,86,21.5,6.7,50.3
"2557","TX","Cass ",35598,4.3,76.5,13,32.5,51.6
"2558","TX","Castro ",36402,62.7,34.1,12.8,9,49
"2559","TX","Chambers ",72489,21.3,67.8,18,58.8,49.7
"2560","TX","Cherokee ",38378,22,61.4,15.1,48.3,48.9
"2561","TX","Childress ",47532,29.5,58.5,18.6,10.1,41
"2562","TX","Clay ",53776,5.4,90.9,18.2,9.9,49.8
"2563","TX","Cochran ",38650,57,37.3,12.4,4,50.5
"2564","TX","Coke ",40795,21.1,75.8,17.4,3.6,51.3
"2565","TX","Coleman ",31373,17.7,77.5,15,7,49.8
"2566","TX","Collin ",82762,15.1,60.4,49.3,930,50.9
"2567","TX","Collingsworth ",41576,32.4,59.8,18.9,3.3,51.1
"2568","TX","Colorado ",45146,28.3,57.7,16.9,21.7,49.9
"2569","TX","Comal ",65839,26.6,69,33.3,193.9,50.7
"2570","TX","Comanche ",36020,27.3,70.6,18.9,14.9,50.9
"2571","TX","Concho ",51411,56.3,40.7,10.8,4.2,30.1
"2572","TX","Cooke ",50067,17,76.8,19.5,43.9,50.4
"2573","TX","Coryell ",49819,17.9,59.4,15.1,71.7,50.4
"2574","TX","Cottle ",34639,24.3,64.5,16.1,1.7,52.3
"2575","TX","Crane ",50417,61.9,34.1,13.6,5.6,50.2
"2576","TX","Crockett ",50475,64,33.8,11.1,1.3,50.3
"2577","TX","Crosby ",38187,54,41.1,13.8,6.7,50.7
"2578","TX","Culberson ",37105,73.5,21.3,16.5,0.6,51.2
"2579","TX","Dallam ",40895,42.9,52.6,10.4,4.5,48.5
"2580","TX","Dallas ",49481,39.3,31.1,28.6,2718,50.7
"2581","TX","Dawson ",39714,55.5,37.3,9.4,15.4,44.8
"2582","TX","Deaf Smith ",41444,70.6,27,15.6,12.9,50.4
"2583","TX","Delta ",40375,7.2,80.5,16.2,20.4,50.5
"2584","TX","Denton ",74155,19,61.7,40.5,754.3,50.8
"2585","TX","DeWitt ",46454,33.9,56,12.4,22.1,47.9
"2586","TX","Dickens ",38401,29.5,62.8,13.5,2.7,42.4
"2587","TX","Dimmit ",36681,85.9,12.2,9.2,7.5,50.9
"2588","TX","Donley ",42411,10.9,81.8,16.7,4,51.5
"2589","TX","Duval ",34131,88.5,9.9,6.8,6.6,48.4
"2590","TX","Eastland ",34914,16,79.6,16,20.1,50.8
"2591","TX","Ector ",51466,57.5,36,13.5,152.8,49.6
"2592","TX","Edwards ",43839,54.4,43.9,24.2,0.9,49.7
"2593","TX","Ellis ",61952,25.1,63.4,20.7,159.9,50.6
"2594","TX","El Paso ",40157,81.2,13.3,20.7,790.6,51
"2595","TX","Erath ",39586,20.1,76,24.3,35,50.9
"2596","TX","Falls ",32908,22.5,51.6,10.7,23.3,52.3
"2597","TX","Fannin ",44355,10.5,79.4,15,38.1,47
"2598","TX","Fayette ",48015,19.9,72.2,16.8,25.8,50.8
"2599","TX","Fisher ",42125,27.9,67.1,15.2,4.4,50.4
"2600","TX","Floyd ",42279,56.2,39.5,17.1,6.5,50.3
"2601","TX","Foard ",33750,18.7,74.2,21.8,1.9,51.4
"2602","TX","Fort Bend ",85297,24,35.1,41.4,679.5,50.9
"2603","TX","Franklin ",45523,13.7,79.3,20.3,37.3,51
"2604","TX","Freestone ",44502,14.8,67.3,11.7,22.6,48.2
"2605","TX","Frio ",35849,77.8,16.2,6.5,15.2,41.3
"2606","TX","Gaines ",52910,39.5,57.4,11.9,11.7,49.4
"2607","TX","Galveston ",61877,23.7,58.1,28.5,769.9,50.6
"2608","TX","Garza ",47540,50,42.3,9.5,7.2,35.4
"2609","TX","Gillespie ",53668,21.6,76.5,29.2,23.5,51.5
"2610","TX","Glasscock ",69107,34.1,63.1,18.8,1.4,45.8
"2611","TX","Goliad ",50923,35.7,58.5,14.2,8.5,50.1
"2612","TX","Gonzales ",39248,49.4,42.9,14.5,18.6,49.5
"2613","TX","Gray ",43504,27.1,65.4,13.5,24.3,47.5
"2614","TX","Grayson ",46429,12.6,76.8,19.6,129.6,51.2
"2615","TX","Gregg ",45525,18,58.8,19.9,445.4,51
"2616","TX","Grimes ",43994,22.8,59.1,11.1,33.8,45.5
"2617","TX","Guadalupe ",61958,37,52.2,24.6,184.9,50.6
"2618","TX","Hale ",41191,58.2,35.2,13.2,36.1,48.1
"2619","TX","Hall ",33006,34.4,57.5,14.1,3.8,51.2
"2620","TX","Hamilton ",40655,11.3,86.1,17.8,10.2,50.9
"2621","TX","Hansford ",49150,45.4,52.7,21.8,6.1,49.3
"2622","TX","Hardeman ",36377,22.8,68.9,18.6,6,49.1
"2623","TX","Hardin ",53013,5.6,86.8,15.6,61.3,50.6
"2624","TX","Harris ",53137,41.8,31.4,28.4,2402.4,50.2
"2625","TX","Harrison ",45675,12.3,63.2,17.8,72.9,51.1
"2626","TX","Hartley ",65750,26.3,64.6,20.6,4.1,38.3
"2627","TX","Haskell ",36857,25.5,68.3,12.2,6.5,47.1
"2628","TX","Hays ",58651,37,56.2,36.7,231.7,50.2
"2629","TX","Hemphill ",56379,32.3,65,19.6,4.2,49.2
"2630","TX","Henderson ",40900,12,79.1,14.4,89.9,51.2
"2631","TX","Hidalgo ",34146,91.2,7.1,15.9,493.2,51.2
"2632","TX","Hill ",40769,20.1,71.5,14.8,36.6,50.9
"2633","TX","Hockley ",50565,46.7,48,17.4,25.2,50.6
"2634","TX","Hood ",55754,11.5,85.4,24.1,121.7,50.9
"2635","TX","Hopkins ",43657,16.2,74.2,15.7,45.8,50.7
"2636","TX","Houston ",33119,10.9,62,14.8,19.3,47.1
"2637","TX","Howard ",45612,40.3,51,12.1,38.9,43.1
"2638","TX","Hudspeth ",22545,78.2,19.1,10.1,0.8,49.3
"2639","TX","Hunt ",44858,14.9,73.4,16.6,102.5,50.6
"2640","TX","Hutchinson ",44731,22.3,71.4,13.5,25,50
"2641","TX","Irion ",50357,27.5,68.5,13,1.5,48.2
"2642","TX","Jack ",49038,16.3,77.9,10.7,9.9,44.1
"2643","TX","Jackson ",49528,31.4,60,17.9,17,50.1
"2644","TX","Jasper ",40417,6.6,74.6,11.2,38,50.8
"2645","TX","Jeff Davis ",49056,33.7,62.7,35.3,1,49.7
"2646","TX","Jefferson ",42568,18.9,42.5,17.8,287.9,48.8
"2647","TX","Jim Hogg ",36121,91.6,6.7,10.9,4.7,49.8
"2648","TX","Jim Wells ",40585,79.7,18.7,11.1,47.2,50.6
"2649","TX","Johnson ",57535,20,74,16.7,208.3,50
"2650","TX","Jones ",41297,27.1,59,8.9,21.8,37.1
"2651","TX","Karnes ",42862,52.5,38.5,11.2,19.8,41.7
"2652","TX","Kaufman ",61194,19.4,67.5,17.6,132.4,50.8
"2653","TX","Kendall ",73410,22.4,74.4,39.7,50.4,51.2
"2654","TX","Kenedy ",43438,74,21.3,10.6,0.3,48.3
"2655","TX","Kent ",46875,18.1,78.2,23.1,0.9,50.7
"2656","TX","Kerr ",43601,25.6,70.2,28.2,45,51.8
"2657","TX","Kimble ",43424,25.5,72.3,17.6,3.7,50.7
"2658","TX","King ",65000,17.2,79,20.5,0.3,50.4
"2659","TX","Kinney ",33257,56.5,40.6,14.6,2.6,43.9
"2660","TX","Kleberg ",40566,71.7,21.6,23.6,36.4,48.8
"2661","TX","Knox ",34295,33.6,59.3,12.5,4.4,50.3
"2662","TX","Lamar ",40104,7.5,74.8,16.5,54.9,51.7
"2663","TX","Lamb ",36727,54,40.3,14,13.8,50
"2664","TX","Lampasas ",49277,18.9,73.1,19.8,27.6,50.8
"2665","TX","La Salle ",26756,84.4,13.9,5.1,4.6,41.3
"2666","TX","Lavaca ",44149,17.7,74.5,16.3,19.9,51.3
"2667","TX","Lee ",51534,22.9,64.2,15.7,26.4,49.7
"2668","TX","Leon ",44452,14.2,76.3,14.8,15.7,50.4
"2669","TX","Liberty ",47228,20.7,66.5,8.8,65.3,50.8
"2670","TX","Limestone ",38823,20.8,59.6,12.4,25.8,48.1
"2671","TX","Lipscomb ",57978,31.6,64.5,21.5,3.5,48.8
"2672","TX","Live Oak ",42829,37.5,56.3,14.3,11.1,46.2
"2673","TX","Llano ",44094,9.8,87.1,25.4,20.7,51.7
"2674","TX","Loving ",68750,20.9,75.6,7.9,0.1,41.9
"2675","TX","Lubbock ",44397,34,55.2,27.9,311.3,50.6
"2676","TX","Lynn ",44375,47.7,48.8,17.7,6.6,49.6
"2677","TX","McCulloch ",39194,31.1,65.2,15,7.8,50.2
"2678","TX","McLennan ",41922,25.2,57.3,21.7,226.5,51.2
"2679","TX","McMullen ",39500,37.8,59.4,6.8,0.6,48.8
"2680","TX","Madison ",41732,22.2,56,12.5,29.3,42
"2681","TX","Marion ",31967,4.1,70.7,12.2,27.7,51.1
"2682","TX","Martin ",42607,45.6,51.1,10.9,5.2,50.2
"2683","TX","Mason ",46865,23.8,74.3,26.5,4.3,50.3
"2684","TX","Matagorda ",43096,40.4,45.7,14.5,33.4,50.2
"2685","TX","Maverick ",31395,95.1,3.1,12.2,42.4,50.6
"2686","TX","Medina ",55326,50.9,44.9,20,34.7,48.4
"2687","TX","Menard ",31215,35.4,62.2,18.8,2.5,50
"2688","TX","Midland ",62993,42.4,48.6,24.4,152,49.8
"2689","TX","Milam ",37391,25.5,63.2,14.4,24.3,50.3
"2690","TX","Mills ",44213,17.3,80.3,21.9,6.6,51
"2691","TX","Mitchell ",42045,39.2,48.5,8.3,10.3,39.9
"2692","TX","Montague ",44231,10.5,86.5,16.6,21.2,50.8
"2693","TX","Montgomery ",67766,22.5,68.6,30.7,437.5,50.5
"2694","TX","Moore ",51181,52.8,34.9,13.2,24.3,47.9
"2695","TX","Morris ",37849,9.1,65.1,13.1,51.3,52
"2696","TX","Motley ",35845,16.5,79.9,18.1,1.2,48.4
"2697","TX","Nacogdoches ",36777,18.5,60.3,24.3,68.2,52.3
"2698","TX","Navarro ",40795,25.6,58,16.5,47.3,50.5
"2699","TX","Newton ",37246,3.6,73.8,7.5,15.5,48.4
"2700","TX","Nolan ",36806,36,57.7,12.5,16.7,49.7
"2701","TX","Nueces ",47057,62.4,30.9,20,405.8,50.7
"2702","TX","Ochiltree ",49964,51.5,45.8,15.3,11.1,49.1
"2703","TX","Oldham ",48929,14.6,78.6,31.3,1.4,48.9
"2704","TX","Orange ",49507,6.9,81.6,13,245.3,50.5
"2705","TX","Palo Pinto ",41670,19.8,75.5,15.1,29.5,50.9
"2706","TX","Panola ",52453,9.1,73.1,11.8,29.7,50.5
"2707","TX","Parker ",64515,11.4,84.4,25,129.4,50
"2708","TX","Parmer ",44943,62.1,35.9,16.2,11.7,48.3
"2709","TX","Pecos ",47019,67.6,26.5,12.7,3.3,43.3
"2710","TX","Polk ",37855,14.4,71,11.3,43,46.4
"2711","TX","Potter ",37951,37.4,46.3,15.6,133.3,48.7
"2712","TX","Presidio ",29634,82.7,14,23.6,2,50.1
"2713","TX","Rains ",44478,8.2,86.2,11,47.6,50
"2714","TX","Randall ",58529,19.5,74.3,30.2,132.4,50.8
"2715","TX","Reagan ",61250,65.9,30.2,10.6,2.9,47.7
"2716","TX","Real ",33885,26.7,69.6,19.5,4.7,50.6
"2717","TX","Red River ",31712,7.2,73.1,14.5,12.4,51.7
"2718","TX","Reeves ",40571,74.4,19.1,10.5,5.2,39.9
"2719","TX","Refugio ",44548,49.8,42.5,11.2,9.6,50.5
"2720","TX","Roberts ",67321,10.9,86.4,33.2,1,50.8
"2721","TX","Robertson ",40601,19.7,58.3,15.8,19.4,50.5
"2722","TX","Rockwall ",86119,17,72.6,36.5,616.7,51
"2723","TX","Runnels ",37667,33.9,62.3,14.9,10,50
"2724","TX","Rusk ",45752,16.1,64.3,13.8,57.7,47.1
"2725","TX","Sabine ",32963,4.3,86.1,13.4,22,50.7
"2726","TX","San Augustine ",28390,7.4,68.3,12.4,16.7,51.3
"2727","TX","San Jacinto ",46107,12.7,74.9,12,46.3,49.6
"2728","TX","San Patricio ",50657,56,40.2,14.7,93.5,49.8
"2729","TX","San Saba ",37743,29.1,67.1,13.1,5.4,47.7
"2730","TX","Schleicher ",50648,52.2,45.4,21.9,2.6,48.9
"2731","TX","Scurry ",47513,39.3,54.5,14.4,18.7,46
"2732","TX","Shackelford ",47277,11.5,85.5,25.4,3.7,51.2
"2733","TX","Shelby ",37081,18,62.8,13.7,32,50.5
"2734","TX","Sherman ",48185,42.2,55.3,20,3.3,47.7
"2735","TX","Smith ",47432,18.7,60.7,24.5,227.6,51.7
"2736","TX","Somervell ",55269,19.4,76.8,29,45.5,50.7
"2737","TX","Starr ",24927,95.8,3.8,8.6,49.8,51.4
"2738","TX","Stephens ",41728,22.9,73,15.6,10.7,47.7
"2739","TX","Sterling ",50543,38,57.8,22.3,1.2,47.8
"2740","TX","Stonewall ",42429,15.6,78.5,20.2,1.6,51.9
"2741","TX","Sutton ",53806,60.8,38.1,17.9,2.8,49.7
"2742","TX","Swisher ",36753,42.1,48.8,16.3,8.8,47.7
"2743","TX","Tarrant ",56853,27.8,49.3,29.5,2094.7,51.1
"2744","TX","Taylor ",44891,23.6,65.2,24.4,143.6,51.1
"2745","TX","Terrell ",39479,48.9,46,17.4,0.4,46.8
"2746","TX","Terry ",37679,53.2,41.3,15.5,14.2,47.2
"2747","TX","Throckmorton ",39286,11.9,85.3,19.8,1.8,51
"2748","TX","Titus ",42939,41.5,46.8,13.8,79.6,50.5
"2749","TX","Tom Green ",44545,38.1,55.1,21.6,72.4,50.3
"2750","TX","Travis ",58025,33.9,49.7,44.9,1034.4,49.6
"2751","TX","Trinity ",34555,9.2,78.7,9.9,21,51.8
"2752","TX","Tyler ",39940,7.7,79.2,11.8,23.5,45.9
"2753","TX","Upshur ",46600,7.9,80.8,13.3,67.4,50.5
"2754","TX","Upton ",51750,52.8,43.3,11.5,2.7,49
"2755","TX","Uvalde ",34902,70.2,27.9,14.5,17,50.7
"2756","TX","Val Verde ",40450,80.4,16.8,15.3,15.5,49.2
"2757","TX","Van Zandt ",43439,10.2,84.4,13.5,62.4,50.9
"2758","TX","Victoria ",50364,45.3,46.2,16.3,98.4,50.9
"2759","TX","Walker ",37617,17.8,57.1,17.9,86.5,41.2
"2760","TX","Waller ",50097,29.8,43.3,19,84.1,50.2
"2761","TX","Ward ",42568,51.5,42.2,12.5,12.8,50.3
"2762","TX","Washington ",44858,15.1,64.8,23.5,55.8,50.7
"2763","TX","Webb ",39449,95.2,3.7,17.2,74.5,51.2
"2764","TX","Wharton ",40411,39.7,45.8,14.6,38,50.7
"2765","TX","Wheeler ",51766,27.3,67.9,18.4,5.9,48.9
"2766","TX","Wichita ",45086,18.3,66.6,20.1,209.5,48.4
"2767","TX","Wilbarger ",41658,28.7,59.9,16.5,13.9,51
"2768","TX","Willacy ",25886,87.7,9.4,8.8,37.5,45.4
"2769","TX","Williamson ",71803,23.9,61.7,38,378,50.9
"2770","TX","Wilson ",64571,38.6,58.2,18,53.4,49.9
"2771","TX","Winkler ",48992,58.2,38.2,9.6,8.5,48.7
"2772","TX","Wise ",56005,18.4,77.9,16.1,65.4,49.6
"2773","TX","Wood ",43649,9.6,83.3,17,65,50.6
"2774","TX","Yoakum ",49340,63.1,34.4,15,9.9,50.6
"2775","TX","Young ",44429,17.9,78.7,16.7,20.3,50.6
"2776","TX","Zapata ",31109,93.9,5.5,8.5,14,49.6
"2777","TX","Zavala ",25625,93,6.2,9.4,9,49.9
"2778","UT","Beaver ",46660,10.9,85.3,17,2.6,48.7
"2779","UT","Box Elder ",57292,9.1,87.2,21.2,8.7,49.4
"2780","UT","Cache ",49506,10.5,84.2,36.9,96.7,50.1
"2781","UT","Carbon ",44724,13.1,83.2,12.6,14.5,50.3
"2782","UT","Daggett ",46917,4.2,93,18.8,1.5,44.1
"2783","UT","Davis ",69707,9.1,84.7,34.1,1025.8,49.6
"2784","UT","Duchesne ",57683,8.1,85.2,16,5.7,48.9
"2785","UT","Emery ",52763,6.3,91.4,12.5,2.5,49.2
